Age,Years_At_Company,Salary,Projects_Completed,Satisfaction_Score,Performance_Rating,Work_Hours_Per_Week,Promotions,Department,Remote_Work,Attrition
58,8,45997,4,4.006987969583362,4.802131283817635,55,4,Finance,1,1
43,12,95506,16,4.212008287831349,1.0882645947291634,64,3,IT,1,0
50,10,118229,25,3.0720322656184993,4.930085089024155,55,3,Operations,0,0
35,12,89815,22,1.56129807277406,1.3445285562547213,43,0,Finance,0,0
49,9,82092,25,3.6846298935187547,4.257547117075045,51,0,Sales,1,0
26,3,102539,28,3.4818951402078824,2.12133901020565,39,2,IT,1,0
51,5,106077,0,3.9690127487963487,1.528718631015487,65,2,Finance,1,1
26,6,61817,27,1.6795240242029412,2.7594225588553396,53,4,HR,1,1
33,4,77861,26,1.7799007996011569,3.575826317790454,67,4,Operations,1,0
37,10,53428,24,4.561638068877314,2.5238073800939,47,1,IT,0,0
47,12,83934,23,3.999911193808283,1.2182616331307958,48,1,Finance,0,0
47,18,50258,22,4.632913954801292,3.3978445586348665,67,0,IT,1,1
42,9,97775,9,4.034861284655683,4.609613104442699,63,2,HR,0,1
57,9,45469,14,3.3886212239612075,2.532861463789007,44,0,Sales,0,1
54,10,68854,22,3.6165309481114947,1.8653311105233081,65,0,Finance,1,0
51,6,46256,20,4.55651169576004,2.7703093837312616,40,2,IT,0,1
58,17,116256,20,3.315227018047762,1.1934508441951235,35,1,IT,0,0
44,3,73937,10,3.5295652973135496,4.281950337921099,41,2,IT,0,0
31,1,41651,12,1.6259068640144023,4.3053632438007465,61,3,Sales,1,1
26,13,90288,4,2.895684880464411,3.3520018537185137,55,3,IT,1,0
57,12,65051,0,3.865588447832396,2.412411555753558,62,3,Operations,0,0
55,11,67386,23,2.0837707932654617,4.199133457783134,50,4,Operations,0,0
52,6,115054,11,1.8090167220981397,3.2187480991534687,57,1,IT,0,1
31,1,56184,10,2.255307232897662,4.303729234200064,54,1,Operations,0,0
40,12,73787,16,1.9660025119713338,3.5258351703320825,59,4,Finance,0,0
53,13,61621,3,1.8596505481455834,4.13762189285119,62,0,Operations,0,1
22,16,115564,14,2.6994033714723478,3.39425197287104,39,3,IT,1,0
26,8,117984,24,4.631354055534136,2.656564272862665,55,3,HR,0,0
25,16,99792,29,3.028238586954873,4.83178343970455,52,0,Finance,0,0
37,7,85253,8,1.7516815232612921,3.164455299515379,40,2,Sales,1,0
45,1,74051,20,1.3078866775234963,3.4203580741621535,63,2,IT,0,0
37,12,89811,19,3.784624580551701,1.881950557658997,53,1,Sales,0,0
23,2,70447,18,2.5311950577455513,3.502603157709106,67,4,HR,0,1
49,15,70254,18,4.287323786341437,3.2864305979317754,35,1,Sales,0,0
53,5,97418,11,3.6380430745630807,1.7393535917880998,37,2,IT,1,0
48,18,54472,4,4.184965802165474,1.2383483894125749,55,0,IT,0,0
41,6,43471,9,2.087784157673795,3.4174372788590843,69,1,HR,1,0
45,9,48329,16,3.7694356898442325,4.054769077401282,37,3,IT,0,0
33,8,74865,4,2.056247938774875,3.093605483688033,59,3,HR,0,1
56,1,86850,21,4.756273917801167,1.9070905012785828,54,0,HR,1,1
54,14,94220,15,3.5454971261334975,3.6660879067721397,68,2,IT,0,0
54,4,46397,6,2.2980472007013684,1.320422906438409,55,3,Operations,1,0
58,3,75525,27,2.0780474491690906,2.7673348192078184,57,3,HR,1,0
33,19,93072,8,1.763706340286574,1.6534670335936807,40,4,IT,1,0
24,3,63284,2,3.778563835574911,1.7378362042395334,47,1,Operations,0,0
22,17,101330,14,1.8748624519917092,1.8091757966328146,57,2,HR,0,1
54,3,65122,15,3.3812130637099562,2.5468282281759116,43,1,Operations,0,0
31,16,110553,17,2.0585401077014294,1.2046008224815905,51,2,Finance,0,0
50,11,102812,13,3.6478757791754743,2.5911737637163927,36,3,Finance,1,0
34,16,47999,2,4.259758914162157,3.0468297884588034,53,4,Operations,0,0
33,9,62436,11,4.112100972578613,2.933177139865301,53,1,HR,0,0
52,0,82963,8,4.043405323723126,2.5311364016121622,41,3,IT,1,0
23,17,42096,27,1.7508896227690083,4.3565864322830095,54,2,Sales,1,1
56,17,65279,6,1.3535397879380748,1.5813067696820164,43,1,IT,0,0
44,13,66201,8,3.7957953139495424,3.022786975125496,51,1,Sales,1,0
38,14,59715,12,2.4733888551774053,1.2481656678262172,61,3,Sales,1,1
47,11,69309,17,2.729384905613389,1.284622715511639,36,1,HR,1,0
29,3,55078,4,1.1245963711735643,3.2954633987083852,53,4,Operations,1,1
50,2,96614,12,2.0383057971001968,3.264073699551284,51,4,IT,1,0
47,19,45105,3,1.134705615497856,4.512134051377828,39,3,Operations,0,0
31,11,42839,1,4.51674309040499,3.2314947026402927,52,2,Finance,0,0
47,6,108920,15,1.973586732874122,4.839164081619401,41,3,HR,0,0
55,10,83619,8,3.229348678292032,1.194779393599719,51,4,HR,0,0
28,0,82821,8,1.1559172826445216,1.3920307391229643,38,0,Finance,0,1
25,5,53493,5,3.6673895652226323,1.1762634462815256,59,0,IT,0,1
32,14,57069,10,2.2921093830163755,1.74110740133416,39,1,Finance,0,1
50,14,47531,21,4.591676747830663,3.1650804437667124,64,1,IT,1,1
57,18,77051,23,4.552472755736144,3.582288725709712,46,0,Sales,0,0
46,10,47736,21,2.301162473446991,1.1823406317946752,38,4,HR,0,0
42,1,47710,0,4.603843582761872,4.783883559382398,58,1,IT,0,1
57,13,107155,3,4.984630693995115,4.368661506601525,63,3,Operations,1,0
31,1,53975,12,4.301662656495792,2.1864499286283725,43,3,Operations,0,0
58,3,102424,22,4.379485391020916,1.3087501209058718,38,4,HR,0,0
30,16,85603,12,1.9960349444363596,1.679548292876229,58,1,Finance,1,1
45,2,63252,12,3.3068095954310253,1.5077776550198907,48,3,Finance,0,0
56,12,41431,1,1.2690236558694714,1.4931351171957874,39,1,IT,0,0
56,8,114603,8,1.3796717472866789,3.0742467546629357,52,1,Finance,1,0
57,6,77481,23,4.995570448133162,1.9833897699736012,53,3,HR,0,1
39,14,49557,7,2.3065569977036438,2.432558866116578,46,0,IT,1,1
53,10,114971,6,3.9927356481953855,4.95802133353729,52,3,Sales,0,0
45,19,40162,3,4.226660212107266,3.737256995701379,51,4,Finance,0,0
44,1,74742,17,4.432093084028917,4.795922668188005,64,2,Finance,0,0
53,14,59675,2,4.990513189608626,1.5702262201324624,58,3,IT,1,0
58,13,113997,27,1.9659859410274714,2.528557899330277,45,1,Operations,1,0
33,19,57015,5,1.1614033074387988,3.218927213129417,69,1,Finance,1,0
34,10,90057,11,2.644766071978344,1.307032247554952,57,3,HR,0,0
44,2,72591,11,1.5203226793157878,1.0167497745118315,51,2,Finance,0,1
46,16,49833,20,1.0897035566482205,3.68173733518767,35,3,Sales,1,1
56,11,47896,27,2.4417073085659444,3.5672780672057414,49,2,Finance,1,0
51,14,72972,7,4.134953004300946,2.643155239998447,66,2,Operations,0,0
38,15,89733,21,3.2647227649002835,2.9585763041281306,43,4,Finance,0,0
41,4,81800,21,2.251111956841416,2.6617720023683584,49,1,IT,0,0
46,19,45347,0,3.617368021970879,1.0960201793795554,62,1,Finance,0,0
43,5,99063,3,1.9280727212352429,2.3414864248698497,58,2,Operations,1,1
34,18,42643,20,1.05752578428834,1.7083290215891593,69,1,IT,0,0
40,4,80785,27,4.0574135457457094,1.393696756405475,56,0,HR,0,1
57,2,58681,10,3.4949723394560364,4.826881735557399,61,2,IT,0,0
33,0,90026,2,4.0492104980038395,3.3974389001686625,53,1,Sales,0,1
40,5,55892,12,1.1557520667506624,3.9146251369464107,46,0,IT,0,0
33,14,87299,24,4.348478511322609,2.26145497306447,54,4,HR,0,1
30,1,57073,16,3.4781048001452133,2.572588517976061,35,1,Finance,0,0
28,2,70682,21,3.2535814028505605,1.947695975586894,55,0,IT,1,1
49,16,54289,21,3.4984561924581263,1.387862683861699,35,3,IT,1,1
35,11,47927,9,4.457732987473456,1.7161265497663352,44,3,IT,1,0
52,17,88330,20,3.3477460262356282,4.190056181185943,66,0,IT,0,0
40,14,106707,11,3.3238015195527173,3.7101832207351033,56,2,HR,1,1
37,11,117454,14,4.962716628263063,3.1877155039419076,52,2,Operations,0,0
26,15,105428,20,4.026920668274272,2.9003594914670723,66,1,Operations,0,0
56,7,90601,9,2.769175221804541,4.689737134624497,61,3,IT,0,0
33,13,117465,13,3.829588000131711,1.2909397911146736,62,2,HR,0,1
46,16,42539,12,2.556921886767154,2.122403252951664,52,2,HR,1,0
42,7,62669,4,1.915501849933996,2.399751414282856,63,3,IT,0,1
57,14,110968,5,3.3874075075510377,4.129703248851151,52,4,Sales,0,0
44,13,60644,23,4.712728392455806,4.970058480647886,42,2,IT,1,0
37,17,58745,1,4.716558080061851,1.9626820590286123,65,0,Sales,1,0
35,19,68228,21,2.3676211124219613,4.4972293365483225,68,1,IT,1,1
52,6,74521,16,3.11070986488678,4.322491041727165,41,2,Sales,0,0
26,2,66928,3,1.8465435942794448,1.8986295905670665,52,2,Sales,1,1
56,11,58322,13,4.982524437995534,2.5973303207968903,43,4,IT,0,1
44,2,97714,9,4.924471631471743,2.6386914771700765,43,0,Sales,0,0
50,19,102292,2,3.5980357188297893,4.912882674106234,42,1,Finance,1,0
32,13,69055,24,4.2176562387098935,1.7235676055155933,69,2,Operations,1,0
39,14,82891,2,3.8604006451348,4.196631884419128,52,1,HR,1,0
33,13,46588,14,3.3726328761578728,2.3367708566924397,39,3,Sales,0,0
30,6,46304,5,1.2133919879555908,3.9234813831046416,48,2,Sales,0,0
31,16,47345,16,2.8190573702106443,2.6800440171826514,62,2,HR,0,0
38,11,69300,11,3.699145208669642,3.31343905246616,64,3,Sales,0,1
59,19,64259,21,3.7101264555347386,4.3304470933045245,38,4,HR,0,0
28,3,55352,19,2.4924904736895344,4.216662259935537,54,2,IT,0,1
34,8,73365,23,4.766767946632122,4.4656927341588,59,1,Finance,1,0
30,5,59446,28,1.669428128947124,1.238469301378636,62,0,Finance,0,1
48,15,42336,10,3.0014377848622424,3.7682022121589793,46,1,Operations,1,0
23,1,102032,24,3.763535906203291,1.5599495068870515,36,4,Sales,1,0
26,7,115415,3,3.788543223567237,2.663274272073644,48,0,Operations,1,0
50,10,47521,25,3.5945558270752622,3.194353660218754,56,1,IT,1,0
58,12,111707,27,2.1011528538074407,2.610957938987323,65,1,Finance,1,1
59,16,63481,25,1.6248262747464879,3.07844670321203,57,3,IT,0,1
40,7,58474,5,3.5437613073068435,4.986105235194477,54,4,IT,0,0
29,17,86760,0,3.397208464557751,1.540869254851419,38,3,Sales,0,0
22,17,95718,19,1.717424041156964,3.7018241813457022,49,0,IT,0,1
43,13,84629,22,3.8205565822822534,2.584003865542461,58,3,Finance,1,1
38,14,85232,27,2.8206879669346256,1.5320391956293151,59,4,Operations,1,1
28,5,107169,15,3.6710423664126117,1.6349470534972381,35,2,Finance,1,1
46,10,90669,14,4.349468319080603,4.797092424982468,41,2,Sales,0,0
25,12,118021,16,1.6789137143076927,4.518405986847048,65,0,Finance,0,0
57,0,109184,7,1.0765794719873467,4.628167841660087,46,2,HR,0,0
27,5,87945,27,4.116410345583147,4.9661311033095465,39,3,Operations,0,0
52,8,53140,25,3.4387897006104637,1.8332615600340718,46,0,HR,1,0
40,7,54357,11,3.798558278488487,2.421757349456247,52,4,HR,1,1
48,10,108673,26,4.35261989995457,3.676876119699467,36,0,Sales,0,0
31,18,105633,21,4.211243739298002,2.935210159442589,44,0,IT,0,0
47,8,116943,20,4.843680587715299,2.673558133513334,49,1,HR,1,0
40,16,118258,9,3.143740315408473,2.431244997342372,64,1,Finance,1,0
24,11,52924,26,2.9539825306396215,3.375122527773809,51,0,IT,1,1
34,13,109286,14,2.6075487995629203,3.302373714560328,38,2,Finance,1,1
49,14,114071,29,1.6147641713768182,1.6458313362569603,41,1,Finance,0,1
41,15,97326,8,3.2904289315280897,2.8869593500737563,65,4,IT,1,0
49,19,70651,1,2.108050097303915,3.2138871048393995,68,3,IT,1,1
29,0,110202,4,4.685230048851902,3.281147754925562,40,1,Finance,1,0
22,9,88777,5,3.3327632171083903,1.8404287716494072,68,0,Sales,1,1
24,7,56994,6,3.3713607220324406,3.969085569009147,49,2,Operations,0,0
34,17,107263,20,2.41969864350804,1.1007963792842785,48,3,Operations,0,0
49,0,99634,24,1.20795740791083,2.4193274221726506,40,1,Sales,0,0
46,1,50800,0,1.1269750614919545,4.120850594142534,66,2,IT,0,1
54,0,77823,22,2.69334057661279,3.2555716842216094,37,2,Finance,0,0
59,0,103878,25,1.3382615123889514,2.044649730043441,37,2,Operations,0,1
27,8,58708,6,3.4273878221605565,3.779812477372191,56,0,Finance,1,1
53,12,52819,19,4.52389202255863,3.2695637766242935,56,4,Sales,1,1
42,0,114905,24,4.531659266074889,4.184974437825549,44,2,Finance,1,1
37,12,103870,29,3.6361816405289296,3.9401007447592935,37,3,Sales,1,0
42,19,49283,11,1.844927325891724,3.4404316881449386,46,1,IT,0,1
32,6,70573,15,4.451987325435488,2.952710701243256,63,3,Sales,1,0
58,1,118707,15,4.544373741252833,1.5327285026700936,51,0,Sales,0,0
57,5,70933,10,1.7866143398118348,2.045332071541535,41,0,Operations,1,0
56,6,45774,20,3.949704343082709,2.676397891668341,47,3,Finance,1,0
40,13,112055,3,2.146078195708492,3.3971971480255547,36,4,Operations,1,0
41,17,50983,12,4.210561249411718,3.0548314208612193,38,0,HR,0,1
39,14,58133,6,4.988951599614411,2.152738103838118,44,0,Sales,1,1
35,1,54939,3,1.1201040213175713,1.0258574311588422,58,3,HR,0,0
36,9,40781,14,4.589463463163728,2.9849568876032557,51,0,Operations,0,0
52,11,96700,18,3.490522134394632,2.1425039542489723,40,4,Finance,1,0
22,16,67624,8,4.893530476659285,3.9384332028421403,53,4,Operations,0,0
24,7,46823,10,2.8600380701057104,1.095785061081934,39,4,Finance,0,0
37,10,58489,7,4.3895517222854945,3.3393112452231635,66,1,Finance,1,1
44,2,79961,0,1.249576274393109,4.765896950024262,44,4,IT,1,1
32,5,69118,22,2.341116200313183,1.697637068445998,43,4,Sales,1,0
33,8,62263,24,1.2680661510048399,2.8865979630023815,61,1,Operations,1,1
31,5,53565,23,4.901372533916282,1.3656879672685527,47,2,Finance,1,1
53,8,60354,7,4.267895629087347,3.5027276490454105,53,0,Operations,1,0
37,6,82951,12,4.410189684983882,3.2021267223849024,55,4,Operations,0,0
29,8,63648,21,4.751860925735577,2.6294620968513294,58,0,Finance,1,0
59,17,90729,26,1.3404139444791414,3.085508085894965,38,3,HR,1,0
33,11,81971,3,2.5423903700533335,4.586298633876041,58,0,Sales,0,0
45,7,58658,7,1.2841395561760085,1.7851772092442681,69,1,Sales,1,1
49,7,61253,2,1.8431724062001145,1.090258046821389,37,0,IT,0,1
29,17,104166,28,1.9174631081506894,4.446659538796403,38,0,IT,1,0
49,19,88563,8,2.8764288441903147,3.308468329551626,69,0,IT,1,0
57,14,66390,28,2.0742486698145703,4.56263382184737,65,2,Sales,0,1
47,6,91578,1,1.4039124272710444,3.3877808936526903,59,2,HR,1,0
29,10,119025,1,1.6699643563764308,4.24064435983881,47,3,Sales,0,0
49,19,72658,27,1.5891022542083637,2.7186934534205918,38,1,Sales,1,1
49,15,46852,12,4.892307191649193,3.999439725153075,48,0,Sales,1,1
58,3,42551,14,4.037170027673895,4.6521658675594235,47,0,Sales,0,0
57,5,111947,27,4.871045861078247,3.288491854888825,61,0,HR,1,0
48,2,101001,22,2.758961946031634,1.7231406022495181,40,0,IT,1,1
38,8,89159,11,2.1134739266506264,2.0751904601207927,51,2,Operations,0,1
30,9,91707,25,4.193172788836747,1.7945783075896231,69,3,IT,1,0
54,13,73243,3,2.305015672164587,1.9874281103829317,51,4,IT,0,0
41,10,61800,25,2.197533494821393,2.2256617974041455,36,1,Operations,1,0
34,17,115939,7,1.9300239688313248,3.220535147012754,47,0,Sales,0,0
49,11,97828,8,1.5187159128969414,3.351966517855331,36,3,HR,1,0
50,11,47239,22,2.025852244067064,2.7059989889674445,62,4,HR,0,1
34,12,46710,4,2.421278993895551,3.4616831192833417,60,3,IT,0,0
56,12,61384,23,3.6959768325829216,1.3262997024454637,56,2,Operations,1,0
27,18,61038,19,1.2502593688778063,1.3511529482326399,37,4,Finance,1,1
39,18,80846,17,1.8420277586613718,1.6873178414306338,69,3,Sales,0,0
26,13,107821,10,4.236094561166706,3.072309992161379,46,2,IT,1,0
46,3,77991,14,1.587687694335083,1.8559787147932543,58,3,HR,0,0
23,12,119057,27,2.370580586090086,2.1331376139703093,39,3,Operations,1,1
31,7,46971,21,4.45863568743256,2.6012513446919763,54,4,Operations,1,0
51,18,69139,8,1.6197012445737706,4.24746449604152,47,2,IT,0,0
26,11,117067,16,1.3309473424727596,1.0554485436514405,46,0,Finance,0,1
54,17,77711,26,2.9381519803200433,3.5975152809464896,47,1,HR,1,1
22,5,46530,25,2.2096780451141456,3.6755061241627414,44,4,IT,1,1
39,17,51116,11,3.2536334579354165,4.194623121426546,67,2,Finance,1,0
53,18,105794,6,4.215219561933901,4.731011756241253,50,3,Operations,1,0
32,4,40282,9,1.5485939526109727,1.0805513957971593,69,2,Sales,1,1
42,8,119473,24,3.32279633821714,1.6151348220528647,37,1,HR,0,0
47,2,41898,25,3.0220350415594557,4.544685176223972,39,1,HR,1,1
46,9,44135,24,1.5763151440527983,2.8340742487480615,60,0,Finance,1,1
43,18,46629,9,3.4959939421159296,3.258362555733854,45,0,IT,0,0
48,2,105031,26,2.0945616714430866,3.6521088148925895,41,1,Operations,0,0
34,14,73380,12,2.95133727417605,3.7162664179825495,44,4,Finance,0,0
54,0,57071,18,1.3290892971082475,4.726961613266033,68,4,Sales,1,1
55,6,60074,10,2.838336228854492,4.987797669646678,37,3,Sales,0,0
56,11,107843,12,2.2258538721712813,3.880629843723761,42,0,Sales,0,1
22,16,79901,20,4.289524844741417,2.1488848368206033,65,3,Finance,0,0
42,19,51205,7,1.2279149079894731,4.519009609177374,45,0,Operations,0,1
27,4,95661,7,2.6744290996733198,1.1968836581630464,41,1,HR,1,0
49,3,45906,3,2.833725696525752,1.9243234114979848,36,4,IT,1,0
38,11,42591,14,3.900024305196475,4.58954286985486,40,4,HR,1,0
26,19,102987,27,3.297150300360844,2.02476605775742,66,1,Operations,0,1
52,17,103370,10,3.668849348776724,1.8826042384869939,54,3,HR,0,0
26,16,94400,10,4.1081971426070245,1.552501172560989,68,3,Finance,0,0
59,18,65150,0,4.448811894632755,4.436447030587666,50,2,Sales,0,0
24,8,71852,16,2.255501986889882,3.000233036764347,59,0,Operations,0,1
44,3,82870,14,3.152090821455612,3.699572812216619,46,3,Operations,0,0
58,1,92756,19,4.3604323137567995,1.9562655363001187,41,1,HR,1,0
58,3,96481,5,4.957804523860226,4.0321616840448655,51,3,Finance,1,0
31,1,41283,23,4.5580772441750526,4.040022179848394,45,4,HR,0,1
31,14,73691,21,2.485869050497507,2.2503920996332005,40,0,HR,1,1
40,1,41125,27,1.7806660688746017,2.6427305320411314,57,2,Operations,0,1
38,3,107065,24,2.957570149626355,1.8387611097208034,61,0,HR,0,1
42,5,66170,14,3.966565807344169,4.906244093291617,40,4,Sales,1,1
35,6,48438,8,2.9702762830131904,3.5824103082336465,36,4,HR,0,0
30,9,60095,13,2.932723453254674,4.738175522862062,56,4,Sales,1,1
22,18,56154,17,4.352921684327202,2.2135421745165327,54,4,Operations,0,0
34,18,48004,25,2.4456151162687454,4.127563651987559,59,1,Finance,0,0
25,11,49752,16,4.4391786992465825,4.0634345755389685,49,2,Sales,1,0
22,2,95426,17,2.627219203806894,3.766622607466166,63,4,Finance,0,0
53,12,66819,4,2.3129324227133576,4.862555901067202,42,4,Finance,0,1
55,17,64217,19,2.815959644798796,2.574221344425262,67,3,Sales,0,0
49,7,72994,19,4.049787834699474,1.5228692943590292,56,2,Operations,1,0
52,14,55036,8,1.5040081114559771,3.686835436976243,39,0,IT,0,1
29,0,117275,10,1.7856768634880695,3.9172392019088247,52,2,Finance,0,1
47,2,89416,23,4.805779302652368,3.3002422938352587,64,2,Finance,0,0
55,7,49587,21,1.7019665095254295,1.827271572533585,65,2,Operations,1,1
24,3,40645,0,3.2709092717242183,3.0178237666774215,44,4,Operations,1,0
33,15,70930,17,3.3172578666477515,2.2487589462765176,49,4,HR,1,0
22,9,70090,5,2.958497848200979,2.7098661126667563,52,1,Operations,1,1
26,11,92142,26,3.5789809943072743,3.5808743033786556,57,0,Finance,1,0
51,13,66475,1,1.9193069031904737,3.980858970763338,67,3,Sales,0,0
51,13,58888,14,3.210649071106993,1.9288987636053725,50,2,IT,1,0
38,1,83732,28,2.4886930209875886,2.6213014425878134,69,0,HR,1,0
44,4,86305,25,3.646669038516756,2.0766462839665167,68,0,Sales,0,0
36,4,86037,20,1.5648941734925979,1.7945264554474765,62,1,IT,1,0
58,5,49346,13,3.283509667357905,4.133548879983353,36,3,IT,0,1
42,12,40587,4,1.7410814215332948,4.637010777747969,64,2,IT,1,1
35,8,52763,5,2.1145722524601456,2.480928742738307,47,3,Sales,0,1
23,14,99165,5,1.874839201294333,4.005115697495068,50,1,HR,0,1
32,13,109615,29,1.7313511194752684,4.587981157457644,39,4,HR,1,1
59,6,76116,21,4.302843806242668,4.384496842120926,62,0,IT,1,0
55,19,65556,29,2.1428302706435614,1.7312535541569036,54,2,Sales,0,0
59,1,99042,17,4.708495127457797,4.825167526053445,58,4,IT,0,0
55,6,58099,13,4.879706101380764,2.50670576171785,61,1,Operations,0,1
39,5,85096,9,3.2850418797483893,2.3569626446953453,64,3,HR,0,0
51,16,111986,13,1.5720044906629056,1.2497253091111213,61,0,Finance,0,0
36,1,53230,12,2.498192973518325,2.944694616419532,60,2,IT,0,1
48,2,69009,29,4.190929053392856,1.4360544625637148,41,4,Operations,0,0
55,4,110969,2,2.469562914788282,1.994159283709704,39,4,HR,1,1
59,4,73866,29,1.348068873211155,2.2677704870691255,57,0,Sales,0,0
54,0,116975,5,3.2271396437127517,4.235305293966736,62,3,HR,1,0
45,7,81855,28,4.380483405984139,4.501954601583586,68,1,Sales,1,0
36,11,46416,7,4.183705548574009,2.2098652698458787,49,3,Sales,0,0
51,3,112516,11,1.700492560521413,4.434792484978296,66,3,IT,0,0
38,12,95915,12,3.691058457649867,4.428923749479164,60,3,IT,1,0
26,14,58058,10,1.8820170537425884,4.058603801539494,65,0,HR,0,1
50,10,116637,11,1.872830138208689,1.5867804560607262,53,0,Operations,0,1
25,9,80718,0,4.49628709322074,3.761291387602916,43,1,HR,1,0
31,2,72602,16,1.9986758109609206,4.780096258322275,63,3,Finance,1,1
38,13,114658,15,2.0529893860720447,3.7301619150686283,38,0,Sales,1,1
31,15,118112,10,1.0026135630451982,2.326467396431336,37,1,Sales,0,0
38,9,98067,12,4.482676136502071,3.002317269723325,63,1,IT,0,0
41,9,67516,17,4.170379252836539,3.5829001734042145,45,3,Operations,1,0
45,11,41089,10,3.509315740362712,3.0422816349140143,67,2,IT,0,0
26,8,77346,27,4.001063055755369,1.4798117669238793,45,3,Finance,1,0
55,0,114663,11,1.6081942696979672,2.2482561786080826,61,2,HR,0,0
27,4,50487,5,2.8332943783503017,4.20958412221453,67,1,HR,1,0
23,19,40155,8,2.4048775493951235,4.44567218438207,55,0,Operations,0,0
34,7,107494,15,1.375106105028066,1.549200130862281,65,4,IT,1,1
32,10,116229,3,2.9445219408596963,4.8095470095948984,36,1,IT,0,0
44,11,78547,2,4.682958601370542,2.3152904713944373,61,0,Finance,0,0
37,0,68795,27,1.160236476202778,3.64925495492288,45,1,HR,1,1
52,19,95296,15,2.1658436539751755,4.007300583826725,52,3,IT,0,0
32,10,61447,23,1.8301637448228139,4.247784938551534,35,2,Operations,0,0
37,4,76598,26,1.9525866146627853,4.78299880890372,69,1,HR,1,1
29,14,81814,25,4.633738207517501,2.2516781921152904,69,0,Finance,0,0
25,4,115330,29,2.8722762169371605,4.4340258182062176,65,3,Operations,0,0
25,11,103278,24,2.865197651759275,1.5267476137448281,62,4,Sales,0,0
46,4,95077,11,4.042302569821129,3.820163625414371,35,3,Finance,1,0
24,16,111906,10,1.6179688160197032,3.9679109180559435,59,2,Operations,1,0
53,16,49528,4,2.949061416400203,3.7108929648052817,54,3,IT,1,0
24,11,90100,24,2.719940856484239,2.009258944540612,37,4,Sales,1,0
48,14,48179,17,3.3876427621866245,4.492172588060813,36,0,Finance,1,1
50,14,88781,18,4.998230813001754,1.67543385348158,52,1,IT,0,0
53,5,95267,22,4.077795576328189,1.2145391660833234,44,2,Sales,0,0
40,11,63952,22,2.5914628120697087,3.8698599624476486,39,4,HR,1,0
42,19,93798,5,4.310212209096187,2.9019028609309347,43,2,IT,0,0
26,17,90939,21,1.6828334532499207,4.396392079834705,36,3,Operations,0,0
39,13,69516,17,1.1218547452358405,2.533588564233036,68,2,Finance,0,1
49,1,96526,25,1.8177934898570922,1.6731143540308513,65,4,Sales,0,0
43,8,50449,5,2.3616462244570386,4.345768769879479,44,1,IT,1,1
42,4,90290,3,3.0423230298382395,3.1956385265602867,46,1,HR,1,0
27,19,112954,11,3.4605165621647993,1.7567831695614196,55,2,Finance,0,0
22,0,62746,18,4.642422868857687,3.881535994345783,40,0,Finance,0,0
26,2,107990,28,3.0394160382018307,3.044454553958002,37,2,IT,1,1
33,5,98810,26,3.0051025785029175,3.4172519289612793,44,3,HR,0,0
47,4,55223,28,1.2009720392919285,2.8435933528263275,39,1,Sales,0,0
55,4,112237,1,1.1396462106248952,4.314835935272026,60,1,IT,0,1
35,0,42597,16,3.2046398476654883,4.318250862732199,55,1,Sales,1,1
47,16,105677,10,2.752714452993378,3.837555287297545,60,0,Finance,1,1
48,18,42659,10,4.356721579921194,1.421605509585849,60,0,Sales,0,1
30,13,114567,20,1.6427183388473807,4.355415447616275,42,4,HR,0,0
47,11,55037,15,1.0998866484681984,3.6840519221316392,39,2,Operations,0,1
43,9,86738,1,2.7961550717205035,3.788096664017198,49,2,HR,0,0
51,19,111678,1,1.94991422700903,2.4519313616154865,50,3,Sales,0,0
38,17,52109,22,1.1984574933553498,4.517118224628026,35,1,IT,0,1
47,10,62010,7,3.898393147390516,3.90148640093943,50,0,Finance,1,1
57,1,48787,12,1.44637199982899,1.4503618661167779,37,3,Operations,1,1
22,17,48472,9,3.4332780000310867,2.6311121376246507,65,3,IT,0,0
29,6,63383,7,2.1241990006675566,4.545521447840567,47,0,IT,1,0
56,14,101709,29,1.693984201420088,1.188786806789516,50,2,HR,0,0
36,10,109785,3,2.51900609167727,4.845666478568198,55,1,Sales,0,0
43,17,74518,14,4.205783104891815,3.716650273278251,36,2,HR,1,0
35,11,93909,29,2.5683743076182908,3.5255039105735064,61,3,Sales,1,0
47,5,58351,0,4.003078596844222,2.0822370259519656,60,1,HR,0,1
49,19,109624,10,1.5019451871966027,1.9951671549567083,59,4,IT,0,0
44,12,93330,6,4.091085678660317,4.768232877954382,45,3,Finance,1,0
35,19,55282,16,1.9477332996265946,2.193089816936491,42,2,Sales,1,0
45,15,61778,26,3.709572519555491,4.102021186875998,42,2,Operations,0,0
23,17,64264,19,3.2631262193639854,2.5724871928283166,67,2,Operations,0,1
47,9,99675,23,4.716578868846749,1.557016283138816,41,0,IT,0,0
35,7,45075,17,2.549290071901256,1.0428611907814358,55,3,HR,1,1
28,17,115948,21,1.2646607553377618,3.1770293480610032,42,1,HR,0,1
24,0,88454,28,1.0766219422050116,4.903115274195731,55,2,IT,1,1
44,7,68365,21,4.307434243891013,2.476544775236818,54,2,Operations,0,0
39,5,112766,11,3.0989425506457287,2.4287693359721794,42,0,Operations,1,1
59,4,88200,8,4.100976207339797,2.3763664713977684,65,1,HR,1,0
56,14,51002,4,1.9377024000460588,3.0821753492194337,63,3,Sales,1,1
36,14,53947,9,2.380334982052935,2.762659533697174,43,4,Finance,1,1
